User ID,Hangout Place,Date,Time,Number of People
664,Festival City Mall - Cairo,2022-11-30 03:00:00,03:00:00,10
903,Enigma Egypt - Cairo,2022-10-22 23:00:00,23:00:00,4
11,"Cafe Tabasco - Maadi, Cairo",2022-12-31 22:00:00,22:00:00,2
665,Ramses Hilton - Cairo,2022-10-21 23:00:00,23:00:00,5
901,Port Said Lighthouse,2022-04-25 13:00:00,13:00:00,10
581,Royal Mall,2021-12-23 19:00:00,19:00:00,2
446,Hysteria Egypt - Cairo,2022-02-28 01:00:00,01:00:00,8
692,Sun City Mall,2021-11-28 13:00:00,13:00:00,3
714,Al-Mashaya Reserve,2022-01-18 05:00:00,05:00:00,3
22,Le Méridien Pyramids Hotel & Spa - Cairo,2022-08-14 17:00:00,17:00:00,3
132,"The Terrace, Cairo",2021-10-27 07:00:00,07:00:00,4
784,Space Sharm El Sheikh,2022-01-27 05:00:00,05:00:00,10
862,The Greek Club - Alexandria,2021-11-04 23:00:00,23:00:00,10
913,City Stars Mall,2022-02-28 15:00:00,15:00:00,8
623,Wonderland Park,2021-12-25 09:00:00,09:00:00,1
402,"Divino Cafe & Restaurant - Maadi, Cairo",2023-01-04 14:00:00,14:00:00,7
870,Port Said Lighthouse,2023-01-23 13:00:00,13:00:00,6
706,Osiris - Cairo,2022-12-02 17:00:00,17:00:00,10
145,Pyramids Land,2022-09-30 09:00:00,09:00:00,1
873,Le Méridien Pyramids Hotel & Spa - Cairo,2022-02-15 20:00:00,20:00:00,3
226,The Italian Cultural Institute - Cairo,2022-01-05 23:00:00,23:00:00,7
124,"Espresso Lab - Maadi, Cairo",2022-05-03 23:00:00,23:00:00,9
923,Mastermind Egypt - Cairo,2023-01-11 09:00:00,09:00:00,5
764,"Cafe Supreme - Maadi, Cairo",2021-08-14 03:00:00,03:00:00,3
523,"Yalla Bina - Mohandeseen, Cairo",2021-08-09 12:00:00,12:00:00,8
639,"Filfila - Downtown, Cairo",2022-12-25 02:00:00,02:00:00,7
112,Al-Mashaya Reserve,2022-02-21 08:00:00,08:00:00,5
660,"Grand Cafe - Zamalek, Cairo",2022-01-01 09:00:00,09:00:00,9
69,"Caribou Coffee - Downtown Mall, Cairo",2022-04-23 14:00:00,14:00:00,3
515,Luxor Land,2022-10-24 13:00:00,13:00:00,4
330,"Felfela - Downtown, Cairo",2022-04-12 03:00:00,03:00:00,1
773,The Time Chamber Egypt - Cairo,2021-09-30 21:00:00,21:00:00,6
791,Houdini Egypt - Cairo,2022-08-10 05:00:00,05:00:00,8
428,Great Escape Egypt - Cairo,2022-09-29 01:00:00,01:00:00,9
572,Saint Catherine's Monastery,2021-07-17 00:00:00,00:00:00,7
160,100 Copies Music Space - Cairo,2022-07-09 02:00:00,02:00:00,3
154,"Coffee Beanery - Cairo Festival City Mall, Cairo",2022-08-07 03:00:00,03:00:00,2
570,Alexandria Zoo,2022-06-10 09:00:00,09:00:00,10
868,"Odeon Palace, Alexandria",2021-12-09 21:00:00,21:00:00,7
301,Tiba Outlet Mall,2022-03-05 08:00:00,08:00:00,8
498,Makadi Aqua Park,2022-08-25 02:00:00,02:00:00,2
441,"Java Java - Heliopolis, Cairo",2022-04-27 00:00:00,00:00:00,9
63,Jolly Ville,2021-09-09 17:00:00,17:00:00,6
728,Alf Leila Wa Leila,2023-01-22 06:00:00,06:00:00,5
700,Nile City Towers,2022-07-28 13:00:00,13:00:00,10
472,El Nahda Association for Arts and Culture - Alexandria,2022-04-10 04:00:00,04:00:00,10
586,Borg El Arab Stadium - Alexandria,2023-01-06 10:00:00,10:00:00,8
924,El Ein El Sokhna,2022-11-17 19:00:00,19:00:00,2
608,Escape It Egypt - Alexandria,2021-09-09 11:00:00,11:00:00,6
80,Adventure Land,2022-09-02 06:00:00,06:00:00,7
25,The Mall of Arabia,2021-08-19 07:00:00,07:00:00,3
926,The Platform - Cairo,2023-01-09 05:00:00,05:00:00,4
606,Escape Room Egypt - Heliopolis,2022-10-10 01:00:00,01:00:00,4
866,Sphinx Aqua Park,2021-08-03 04:00:00,04:00:00,5
41,"Cafeina - New Cairo, Cairo",2021-10-07 12:00:00,12:00:00,2
765,Rooms Egypt - Alexandria,2022-09-30 11:00:00,11:00:00,8
952,Siwa Mountain,2022-07-28 16:00:00,16:00:00,6
618,Ras Mohamed National Park,2022-11-27 13:00:00,13:00:00,10
985,Find Your Way Egypt - Cairo,2021-11-04 04:00:00,04:00:00,4
48,Al-Quds Park,2022-01-06 00:00:00,00:00:00,8
807,The Escape Room Egypt - El Gouna,2021-12-16 02:00:00,02:00:00,2
600,The German Cultural Center - Cairo,2022-10-05 08:00:00,08:00:00,1
376,Magic Land,2021-08-13 10:00:00,10:00:00,2
923,"Livingstone, Cairo",2022-03-20 01:00:00,01:00:00,7
367,Bibliotheca Alexandrina - Alexandria,2021-12-10 15:00:00,15:00:00,2
152,Tivoli Dome,2021-07-27 11:00:00,11:00:00,4
519,Qasr Al Sarab Desert Resort,2022-06-18 19:00:00,19:00:00,6
670,Tahrir Square,2023-01-27 06:00:00,06:00:00,4
413,City Stars Park,2022-12-14 06:00:00,06:00:00,10
337,The Room Egypt - Giza,2022-09-19 19:00:00,19:00:00,1
542,Hysteria Egypt - Cairo,2022-08-02 00:00:00,00:00:00,8
1000,"The Greek - Heliopolis, Cairo",2022-11-07 16:00:00,16:00:00,6
533,The Japan Foundation - Cairo,2021-11-18 12:00:00,12:00:00,2
545,"Nozha Beach Club, Alexandria",2021-08-05 07:00:00,07:00:00,10
600,Al Montazah Park,2022-08-08 01:00:00,01:00:00,3
533,"Cairo Jazz Club, Cairo",2022-03-25 01:00:00,01:00:00,7
81,Wadi Al-Natrun,2022-02-12 21:00:00,21:00:00,6
634,"The Tap Maadi Street 231, Cairo",2021-10-23 01:00:00,01:00:00,3
338,Find Your Way Egypt - Cairo,2022-05-27 22:00:00,22:00:00,3
461,"Fat Harry's, Cairo",2023-01-24 20:00:00,20:00:00,8
75,Locked Up Egypt - Cairo,2022-02-25 22:00:00,22:00:00,4
823,Escape Artist Egypt - Cairo,2021-08-30 07:00:00,07:00:00,8
616,Dahab Beach,2022-05-02 02:00:00,02:00:00,8
968,Crazy Water Park Sokhna,2022-03-27 04:00:00,04:00:00,2
720,Rooms Egypt - Alexandria,2022-11-22 07:00:00,07:00:00,3
772,Happy Dolphin,2022-10-09 21:00:00,21:00:00,8
213,"Mojo Lounge & Grill, Cairo",2022-08-10 14:00:00,14:00:00,5
525,Cairo Tower,2022-10-18 01:00:00,01:00:00,4
546,"Grand Cafe - Zamalek, Cairo",2022-09-09 06:00:00,06:00:00,10
71,Sofitel Cairo Nile El Gezirah - Cairo,2021-08-14 20:00:00,20:00:00,2
764,Jungle Aqua Park,2022-08-13 13:00:00,13:00:00,3
978,The Waterway New Cairo - Cairo,2022-07-10 07:00:00,07:00:00,5
224,Al Koronfel Park,2022-03-04 08:00:00,08:00:00,5
976,Taziry Ecolodge Siwa,2022-06-07 10:00:00,10:00:00,10
266,"The Bistro, Cairo",2021-12-26 02:00:00,02:00:00,10
316,"Tipplers Bar, Cairo",2022-12-15 16:00:00,16:00:00,3
973,Gezira Club,2022-08-19 01:00:00,01:00:00,7
555,"Left Bank, Cairo",2021-08-21 07:00:00,07:00:00,10
204,Escape Egypt - Cairo,2021-12-29 00:00:00,00:00:00,8
983,"24K, Cairo",2023-01-13 18:00:00,18:00:00,10
36,Zaranik Protectorate,2023-01-08 01:00:00,01:00:00,5
849,Heliopolis Sporting Club - Cairo,2021-09-21 02:00:00,02:00:00,9
266,St. Paul's Monastery,2023-01-17 08:00:00,08:00:00,10
938,"Belal & Barzilai, Alexandria",2022-10-28 10:00:00,10:00:00,9
351,Green Valley,2022-06-13 04:00:00,04:00:00,10
54,"The Tap Maadi Street 9, Cairo",2022-04-01 01:00:00,01:00:00,9
976,The Secret Chambers Egypt - Cairo,2022-02-17 18:00:00,18:00:00,6
403,Luxor Temple,2022-08-29 08:00:00,08:00:00,1
735,El-Tor Beach,2022-03-27 20:00:00,20:00:00,6
7,"Trianon Cafe - Maadi, Cairo",2021-12-16 06:00:00,06:00:00,7
402,El Sawy Culturewheel - Cairo,2022-04-05 11:00:00,11:00:00,10
711,Wonderland Park,2022-02-20 00:00:00,00:00:00,6
567,The Italian Cultural Institute - Cairo,2022-04-20 13:00:00,13:00:00,4
425,Sphinx Aqua Park,2022-06-05 06:00:00,06:00:00,3
151,Ras El-Soda Beach,2022-01-29 15:00:00,15:00:00,6
354,Enchanted Escape Egypt - Cairo,2021-08-08 16:00:00,16:00:00,6
464,Dinosaur Park,2022-10-08 11:00:00,11:00:00,6
864,"The Tap West, Cairo",2021-11-20 03:00:00,03:00:00,2
854,El Gomhoreya Theatre - Cairo,2022-02-25 21:00:00,21:00:00,6
634,Conrad Cairo - Cairo,2022-04-23 10:00:00,10:00:00,8
372,The Greek Club - Alexandria,2022-09-09 16:00:00,16:00:00,1
882,Al-Rahmaniyah Park,2022-02-12 21:00:00,21:00:00,1
125,The Chamber Egypt - Cairo,2022-11-30 06:00:00,06:00:00,9
326,Borg El Arab Stadium,2022-06-29 10:00:00,10:00:00,7
144,Escape Zone Egypt - Cairo,2022-01-14 15:00:00,15:00:00,6
830,Al-Obour City Park,2022-12-29 04:00:00,04:00:00,5
474,Tivoli Dome,2021-08-17 12:00:00,12:00:00,2
826,Sindbad Aqua Park,2022-11-07 14:00:00,14:00:00,2
507,Blue Lagoon Aqua Park,2022-10-23 03:00:00,03:00:00,9
399,"The Tap Maadi Street 9, Cairo",2022-03-01 17:00:00,17:00:00,9
440,Renaissance Cairo Mirage City Hotel - Cairo,2022-09-12 12:00:00,12:00:00,2
395,"Cafe Tabasco - Maadi, Cairo",2022-05-27 10:00:00,10:00:00,2
755,"Filfila - Downtown, Cairo",2023-01-15 02:00:00,02:00:00,5
691,El Nahda Association for Arts and Culture - Alexandria,2022-11-30 03:00:00,03:00:00,3
506,El Ein El Sokhna,2022-09-16 21:00:00,21:00:00,3
409,"El Fishawy, Cairo",2022-06-26 19:00:00,19:00:00,10
236,"Fat Harry's, Cairo",2021-08-13 14:00:00,14:00:00,6
13,The Nile Ritz-Carlton - Cairo,2022-12-19 20:00:00,20:00:00,1
89,Adventure Rooms Egypt - Cairo,2022-08-19 21:00:00,21:00:00,2
834,"Coffee Beanery - Cairo Festival City Mall, Cairo",2022-05-19 04:00:00,04:00:00,10
625,The Cairo Opera House - Cairo,2021-09-16 22:00:00,22:00:00,1
134,Key Quest Egypt - Cairo,2022-05-01 04:00:00,04:00:00,10
256,"Nozha Beach Club, Alexandria",2022-10-21 02:00:00,02:00:00,3
119,Wadi Degla Protectorate,2022-08-19 20:00:00,20:00:00,5
850,Alexandria Zoo,2022-10-07 14:00:00,14:00:00,8
305,"Buddha-Bar Beach, Sahel",2022-12-16 15:00:00,15:00:00,5
849,Sky Mall,2021-12-24 07:00:00,07:00:00,4
823,Roomz Egypt - Cairo,2021-11-27 03:00:00,03:00:00,2
80,"Taht El Saytara, Cairo",2021-10-03 10:00:00,10:00:00,3
399,Xscapology Egypt - Cairo,2022-10-09 11:00:00,11:00:00,7
18,El Dammah Theater - Cairo,2021-09-10 14:00:00,14:00:00,1
97,Escape Zone Egypt - Cairo,2022-04-26 16:00:00,16:00:00,7
395,The Room Egypt - Alexandria,2022-10-02 18:00:00,18:00:00,3
513,Saint Catherine's Monastery,2021-09-24 19:00:00,19:00:00,4
615,Al Zohour Club,2022-07-10 08:00:00,08:00:00,7
740,"Mugg & Bean - Zamalek, Cairo",2022-01-03 12:00:00,12:00:00,7
488,The Time Chamber Egypt - Cairo,2022-01-15 13:00:00,13:00:00,9
180,"Le Chantilly - Heliopolis, Cairo",2022-06-09 04:00:00,04:00:00,6
112,Escape House Egypt - Cairo,2022-08-31 08:00:00,08:00:00,4
521,Al Montazah Park,2022-03-08 22:00:00,22:00:00,5
444,UpTown Mall,2021-11-08 23:00:00,23:00:00,1
741,"The Bistro, Cairo",2021-08-20 09:00:00,09:00:00,9
142,Cairo International Stadium - Cairo,2022-02-06 17:00:00,17:00:00,2
96,"Pascucci - Mall of Egypt, Giza",2022-11-30 05:00:00,05:00:00,4
437,"Cafe Tabasco - Maadi, Cairo",2021-07-29 09:00:00,09:00:00,7
567,Wadi Al-Hitan,2022-11-22 18:00:00,18:00:00,10
645,Dunkin' Donuts - Multiple locations in Cairo,2022-03-03 02:00:00,02:00:00,4
521,Tiran Island,2022-03-15 19:00:00,19:00:00,6
110,"Cafe Tabasco - Maadi, Cairo",2022-01-07 12:00:00,12:00:00,9
96,Cairo Festival City,2022-03-12 14:00:00,14:00:00,7
435,Dandy Mega Mall - Cairo,2022-03-07 23:00:00,23:00:00,10
934,Xscapology Egypt - Cairo,2022-09-29 06:00:00,06:00:00,8
384,"New Marina, El Gouna",2022-03-05 07:00:00,07:00:00,2
565,"Rio Nightclub, Sharm El Sheikh",2022-09-19 21:00:00,21:00:00,9
905,Al-Qaaed Park,2022-08-20 10:00:00,10:00:00,4
547,Lock'n'Load Egypt - Cairo,2022-11-23 17:00:00,17:00:00,6
9,"Costa Coffee - Citystars Mall, Cairo",2023-01-23 13:00:00,13:00:00,6
770,Al-Azhar Park,2021-08-13 02:00:00,02:00:00,1
770,Bibliotheca Alexandrina - Alexandria,2022-12-10 03:00:00,03:00:00,2
462,Sphinx Aqua Park,2022-03-27 05:00:00,05:00:00,1
726,Cairo Festival City,2022-03-14 07:00:00,07:00:00,6
492,30 June Stadium - Cairo,2022-04-10 02:00:00,02:00:00,4
546,Hurgada Grand Aquarium,2022-07-27 01:00:00,01:00:00,3
511,Cleopatra's Bath,2022-08-10 12:00:00,12:00:00,6
374,Aqua Park City,2022-01-22 01:00:00,01:00:00,1
499,Al-Fayoum Oasis,2021-08-11 14:00:00,14:00:00,8
72,"The Greek Campus, Cairo",2022-04-28 01:00:00,01:00:00,9
16,Escape the Crate Egypt - Cairo,2021-10-09 00:00:00,00:00:00,5
765,Wadi Al-Hitan,2022-07-10 22:00:00,22:00:00,6
212,Royal Mall,2022-06-30 04:00:00,04:00:00,7
447,Tivoli Dome,2022-10-10 09:00:00,09:00:00,3
47,Porto Cairo Mall - Cairo,2022-01-04 00:00:00,00:00:00,3
232,"The Tap Downtown, Cairo",2021-09-28 04:00:00,04:00:00,6
408,"Buddha-Bar Beach, Sahel",2021-12-16 06:00:00,06:00:00,3
990,Raqs Egypt - Cairo,2022-11-04 17:00:00,17:00:00,5
917,"Rooftop Lounge & Bar, Alexandria",2021-10-13 14:00:00,14:00:00,1
314,"Little Buddha, Sharm El Sheikh",2022-01-29 17:00:00,17:00:00,8
122,Pharos Island,2022-01-12 17:00:00,17:00:00,9
588,Fun Kingdom,2022-01-22 00:00:00,00:00:00,10
846,"Tipplers Bar, Cairo",2022-02-10 13:00:00,13:00:00,5
130,"Rio Nightclub, Sharm El Sheikh",2021-09-14 01:00:00,01:00:00,9
382,"The Tap East, Cairo",2022-07-03 19:00:00,19:00:00,8
537,Alexandria City Center,2021-09-07 10:00:00,10:00:00,7
261,Aswan Botanical Garden,2022-11-04 15:00:00,15:00:00,4
2,Al-Fayoum Oasis,2021-09-12 19:00:00,19:00:00,10
196,"El Beit - Zamalek, Cairo",2022-05-30 23:00:00,23:00:00,6
746,"The Tap East, Cairo",2022-09-09 15:00:00,15:00:00,9
780,Dandy Mega Mall - Cairo,2022-02-20 11:00:00,11:00:00,4
585,Cairo International Stadium - Cairo,2021-08-08 15:00:00,15:00:00,2
145,"Bamboo Beach, Hurghada",2023-01-01 03:00:00,03:00:00,1
405,"Club 35, Cairo",2021-07-18 11:00:00,11:00:00,5
412,"Roof Bar, Cairo",2021-09-30 07:00:00,07:00:00,2
396,El Hanager Arts Centre - Cairo,2022-10-17 22:00:00,22:00:00,8
350,Magic Galaxy,2022-11-07 23:00:00,23:00:00,5
542,El Tanboura Hall - Cairo,2022-02-18 09:00:00,09:00:00,7
742,Al Mamoura Beach,2022-11-15 08:00:00,08:00:00,2
949,"Starbucks - Nile City Towers, Cairo",2023-01-20 20:00:00,20:00:00,7
860,Tiba Outlet Mall,2021-10-30 13:00:00,13:00:00,9
861,Code to Escape Egypt - Cairo,2021-10-27 04:00:00,04:00:00,4
216,The Nile Ritz-Carlton Spa - Cairo,2022-03-07 22:00:00,22:00:00,5
388,King Tut Aqua Park,2022-06-03 04:00:00,04:00:00,4
196,"T-Spot - Nasr City, Cairo",2023-01-17 22:00:00,22:00:00,3
354,Space Sharm El Sheikh,2021-08-25 08:00:00,08:00:00,8
218,The German Cultural Center - Cairo,2022-04-14 22:00:00,22:00:00,9
614,Tivoli Dome,2023-01-04 05:00:00,05:00:00,9
693,Dahab Beach,2021-11-03 00:00:00,00:00:00,7
933,Cairo Jazz Festival - Cairo,2022-10-29 02:00:00,02:00:00,3
457,"The Backyard, Cairo",2022-05-05 16:00:00,16:00:00,4
162,"Le Deck, Alexandria",2022-11-21 07:00:00,07:00:00,4
664,"The Tap Maadi Street 9, Cairo",2022-05-25 14:00:00,14:00:00,9
861,"Rooftop Lounge & Bar, Alexandria",2022-10-16 22:00:00,22:00:00,10
991,Cairo Jazz Club - Cairo,2022-08-03 03:00:00,03:00:00,10
170,Escapers Egypt - Cairo,2022-05-26 13:00:00,13:00:00,8
223,"The GrEEK Campus - New Cairo, Cairo",2022-07-20 18:00:00,18:00:00,3
38,Funtasia Water Park,2022-05-26 16:00:00,16:00:00,7
703,Galleria 40 - Cairo,2022-12-02 02:00:00,02:00:00,10
218,"The Bar, Cairo",2021-12-31 23:00:00,23:00:00,10
638,"The Royal Crown, Alexandria",2022-09-13 12:00:00,12:00:00,3
619,InterContinental Cairo Semiramis - Cairo,2022-05-13 21:00:00,21:00:00,7
118,"The Royal Crown, Alexandria",2022-04-27 18:00:00,18:00:00,5
702,Tivoli Dome,2022-01-28 05:00:00,05:00:00,1
214,"Cinnabon Cafe - Citystars Mall, Cairo",2022-02-09 03:00:00,03:00:00,7
16,"Indigo Beach Club, Hurghada",2022-07-17 00:00:00,00:00:00,8
268,Al-Azhar Park,2022-05-29 14:00:00,14:00:00,6
759,Al-Mashaya Reserve,2022-04-02 12:00:00,12:00:00,8
923,"Fat Harry's, Cairo",2022-04-17 12:00:00,12:00:00,3
328,"The Terrace, Cairo",2021-10-10 23:00:00,23:00:00,7
753,Aqua Park El-Quseir,2022-11-10 10:00:00,10:00:00,5
149,100 Copies Music Space - Cairo,2022-03-22 01:00:00,01:00:00,7
725,The Magnolia Hall - Cairo,2021-08-16 05:00:00,05:00:00,1
565,"The Kitchenette - New Cairo, Cairo",2022-02-11 07:00:00,07:00:00,7
305,Serapium Forest,2022-07-18 17:00:00,17:00:00,7
131,The Greek Club - Alexandria,2022-12-25 00:00:00,00:00:00,3
108,Fox in a Box Egypt - Cairo,2021-09-07 07:00:00,07:00:00,8
376,El-Tor Beach,2022-04-22 07:00:00,07:00:00,3
906,Breakout Egypt - Cairo,2022-01-19 13:00:00,13:00:00,5
757,Al Kholafaa Al Rashedeen Mosque Park,2022-09-07 01:00:00,01:00:00,7
939,Soho Square Sharm El Sheikh,2022-11-02 16:00:00,16:00:00,2
509,Giza Zoo,2022-06-19 12:00:00,12:00:00,9
632,Enchanted Escape Egypt - Cairo,2021-11-24 19:00:00,19:00:00,4
819,"CinnZeo Bakery Cafe - Mall of Egypt, Giza",2022-09-22 17:00:00,17:00:00,6
195,Skoop Egypt - Cairo,2022-05-03 21:00:00,21:00:00,3
704,The Great Escape Egypt - Alexandria,2021-10-18 14:00:00,14:00:00,6
957,"6IX Degrees, Cairo",2022-11-20 19:00:00,19:00:00,10
300,Fox in a Box Egypt - Cairo,2021-07-24 14:00:00,14:00:00,7
371,"Caffeine - Dokki, Cairo",2022-02-27 09:00:00,09:00:00,7
370,Escape In Egypt - Cairo,2021-08-06 00:00:00,00:00:00,10
402,Sharm El-Naga Beach,2022-09-18 01:00:00,01:00:00,7
268,"The Backyard, Cairo",2021-11-24 08:00:00,08:00:00,1
930,Sphinx Aqua Park,2022-06-12 18:00:00,18:00:00,9
878,"Cafeina - New Cairo, Cairo",2021-12-21 20:00:00,20:00:00,5
181,"The Kitchenette - New Cairo, Cairo",2021-11-12 23:00:00,23:00:00,10
509,Swiss Inn Nile Hotel - Cairo,2022-07-16 09:00:00,09:00:00,4
13,The Secret Chambers Egypt - Cairo,2022-01-19 09:00:00,09:00:00,1
517,"The Tap Maadi Street 231, Cairo",2022-02-05 09:00:00,09:00:00,10
882,Citystars - Cairo,2022-01-25 11:00:00,11:00:00,1
742,Magic World,2021-10-24 17:00:00,17:00:00,8
904,"Fat Harry's, Cairo",2022-06-09 13:00:00,13:00:00,8
993,Magic Galaxy,2022-02-26 17:00:00,17:00:00,3
919,Swiss Inn Nile Hotel - Cairo,2022-03-14 14:00:00,14:00:00,2
949,Fustat Park,2022-06-15 18:00:00,18:00:00,1
716,Royal Maxim Palace Kempinski Cairo - Cairo,2021-09-03 07:00:00,07:00:00,9
719,Cairo International Stadium - Cairo,2022-05-24 11:00:00,11:00:00,10
127,Mersa Matrouh Beach,2022-04-13 21:00:00,21:00:00,6
567,Cairo Contemporary Dance Center - Cairo,2022-06-29 18:00:00,18:00:00,3
355,El Sawy Culturewheel - Cairo,2022-08-11 19:00:00,19:00:00,4
179,The Nile Maxim - Cairo,2022-10-02 07:00:00,07:00:00,9
58,Fustat Park,2022-04-13 03:00:00,03:00:00,1
357,Aladin Park,2022-08-16 02:00:00,02:00:00,4
293,Giza Zoo,2021-07-21 11:00:00,11:00:00,2
238,Tanta Amusement Park,2022-03-05 04:00:00,04:00:00,3
248,Genena City,2022-06-25 14:00:00,14:00:00,8
512,"Koshari Abou Tarek, Cairo",2022-11-12 00:00:00,00:00:00,1
187,"Sky Bar, Hurghada",2021-09-09 04:00:00,04:00:00,7
150,The Japan Foundation - Cairo,2022-01-25 23:00:00,23:00:00,8
753,Raqs Egypt - Cairo,2022-10-05 13:00:00,13:00:00,2
690,"La Maison Blanche - Heliopolis, Cairo",2022-10-25 13:00:00,13:00:00,4
312,Sun City Aqua Park,2021-08-25 20:00:00,20:00:00,3
754,The Greek Club - Alexandria,2022-09-21 14:00:00,14:00:00,1
683,The Arab Music Institute - Cairo,2021-08-25 14:00:00,14:00:00,7
987,The Escapers Egypt - Alexandria,2022-10-03 12:00:00,12:00:00,5
215,"La Poire Cafe - Nasr City, Cairo",2022-02-24 01:00:00,01:00:00,3
621,"Bamboo Beach, Hurghada",2022-11-16 00:00:00,00:00:00,7
944,Cairo Festival City,2023-01-28 12:00:00,12:00:00,3
589,Sheraton Cairo Hotel & Casino - Cairo,2022-02-13 15:00:00,15:00:00,9
250,Hour Escape Egypt - Cairo,2022-11-04 17:00:00,17:00:00,9
378,Cairo Festival City - Cairo,2022-05-21 18:00:00,18:00:00,5
935,Room Escape Egypt - Cairo,2022-05-10 06:00:00,06:00:00,6
230,Cairo International Convention Centre - Cairo,2022-04-14 11:00:00,11:00:00,3
60,Ras El Bar,2021-09-16 13:00:00,13:00:00,7
375,"Bon Appetit - Heliopolis, Cairo",2022-03-04 08:00:00,08:00:00,6
508,El Tanboura Hall - Cairo,2021-12-25 17:00:00,17:00:00,8
525,Crazy Water Park Sokhna,2022-04-21 12:00:00,12:00:00,7
409,"Trianon Cafe - Maadi, Cairo",2022-09-05 09:00:00,09:00:00,3
700,"Koshari Abou Tarek, Cairo",2022-07-16 05:00:00,05:00:00,7
65,Escapers Egypt - Cairo,2022-06-30 04:00:00,04:00:00,1
9,Tivoli Dome,2021-12-28 19:00:00,19:00:00,8
801,Magic Land,2022-02-03 14:00:00,14:00:00,9
116,Aqua Park,2022-01-31 07:00:00,07:00:00,3
793,"Tintawi - Maadi, Cairo",2022-10-12 12:00:00,12:00:00,10
551,"Rio Nightclub, Sharm El Sheikh",2021-12-05 21:00:00,21:00:00,9
286,"La Maison Blanche - Heliopolis, Cairo",2022-11-19 05:00:00,05:00:00,7
241,"La Bodega, Alexandria",2022-05-16 03:00:00,03:00:00,1
560,The Time Chamber Egypt - Cairo,2021-12-14 14:00:00,14:00:00,3
758,The Westin Cairo Golf Resort & Spa - Cairo,2022-02-22 18:00:00,18:00:00,7
921,6th Dimension Egypt - Cairo,2022-06-18 14:00:00,14:00:00,1
451,"The Corner - Mohandeseen, Cairo",2022-10-03 18:00:00,18:00:00,7
344,Le Méridien Pyramids Hotel & Spa - Cairo,2022-06-11 04:00:00,04:00:00,4
192,"Roasting House - New Cairo, Cairo",2021-09-14 02:00:00,02:00:00,2
749,Breakout Egypt - Alexandria,2023-01-28 00:00:00,00:00:00,8
530,Festival City Mall - Cairo,2022-06-15 08:00:00,08:00:00,8
832,Pyramids Land,2021-10-22 14:00:00,14:00:00,3
404,Amaze Egypt - Cairo,2022-03-06 15:00:00,15:00:00,1
296,Al-Fayoum Oasis,2022-12-05 18:00:00,18:00:00,4
901,"Rio Nightclub, Sharm El Sheikh",2022-05-26 06:00:00,06:00:00,2
194,Hurghada Beach,2022-11-07 19:00:00,19:00:00,3
534,Sky Water Park,2022-12-11 04:00:00,04:00:00,3
270,Escape the Crate Egypt - Cairo,2022-07-26 07:00:00,07:00:00,1
175,"La Bodega, Cairo",2022-03-11 01:00:00,01:00:00,8
242,Tivoli Dome,2022-03-28 11:00:00,11:00:00,6
419,El Genaina Theatre - Cairo,2022-08-31 04:00:00,04:00:00,5
130,"El Horreya, Alexandria",2022-07-03 21:00:00,21:00:00,9
698,Escape Room Egypt - Heliopolis,2021-10-17 20:00:00,20:00:00,6
962,Golden Nile,2022-06-19 11:00:00,11:00:00,1
961,Fairmont Nile City - Cairo,2022-01-02 08:00:00,08:00:00,4
265,Dream Park,2022-09-28 12:00:00,12:00:00,1
339,Saint Catherine's Monastery,2022-06-18 00:00:00,00:00:00,1
915,Al Koronfel Park,2021-09-11 02:00:00,02:00:00,1
7,"Felfela - Downtown, Cairo",2022-06-05 23:00:00,23:00:00,4
450,The Nile Ritz-Carlton Spa - Cairo,2021-08-25 23:00:00,23:00:00,5
613,Mind Maze Egypt - Cairo,2022-03-05 23:00:00,23:00:00,2
845,Escape House Egypt - Cairo,2021-07-18 00:00:00,00:00:00,1
812,El-Tor Beach,2022-08-09 13:00:00,13:00:00,8
852,Alchemy - Cairo,2022-07-22 23:00:00,23:00:00,9
105,Coney Island,2022-09-20 21:00:00,21:00:00,8
488,Fun City,2022-10-30 18:00:00,18:00:00,4
466,"Sky Roof Bar & Lounge, Alexandria",2022-05-09 21:00:00,21:00:00,8
475,Wadi Adventure,2021-08-08 03:00:00,03:00:00,7
840,Seoudi Supermarket,2022-02-04 07:00:00,07:00:00,1
451,Al-Quds Park,2021-11-29 11:00:00,11:00:00,4
899,"TBS - Heliopolis, Cairo",2022-09-16 19:00:00,19:00:00,8
929,The Chamber Egypt - Cairo,2022-08-26 03:00:00,03:00:00,10
197,Magic Land,2022-07-10 22:00:00,22:00:00,2
555,Zaranik Protectorate,2022-05-20 15:00:00,15:00:00,3
89,El Gouna,2022-02-11 07:00:00,07:00:00,3
877,Luxor Temple,2022-08-03 01:00:00,01:00:00,3
256,The American University in Cairo - Cairo,2022-06-16 15:00:00,15:00:00,5
538,Renaissance Cairo Mirage City Hotel - Cairo,2022-08-31 04:00:00,04:00:00,8
418,"El Horreya, Alexandria",2022-03-23 03:00:00,03:00:00,7
735,El Tanboura Hall - Cairo,2021-10-02 00:00:00,00:00:00,5
163,El Sokhna Port,2021-09-18 05:00:00,05:00:00,3
334,Dream Park,2022-10-08 00:00:00,00:00:00,5
135,Maadi City Center,2022-12-30 19:00:00,19:00:00,2
525,Happy Land,2021-07-26 01:00:00,01:00:00,1
139,"Divino Cafe & Restaurant - Maadi, Cairo",2022-04-25 11:00:00,11:00:00,6
