place_id,place_name,place_type,popularity,rating_count,average_rating,budget,keywords
601,InterContinental Cairo Semiramis - Cairo,['outdoor'],1014,2000,1.68,250,"['Gardening', 'Cars', 'DIY and crafts', 'Photography', 'Technology', 'Science and nature', 'Parenting', 'Dancing', 'Fashion', 'Movies and TV', 'Music', 'Volunteering', 'History and politics']"
245,"T-Spot - Nasr City, Cairo",['indoor'],2772,100,2.08,1000,"['Food and drink', 'Music', 'Volunteering', 'Photography', 'DIY and crafts', 'History and politics', 'Cars', 'Movies and TV', 'Outdoor activities', 'Travel', 'Sports', 'Fashion', 'Technology']"
532,Space Sharm El Sheikh,"['outdoor', 'indoor']",4951,500,1.33,500,"['Food and drink', 'Sports', 'Fashion', 'Music', 'Health and fitness', 'Technology', 'Travel', 'Volunteering', 'DIY and crafts']"
809,Tahrir Square,"['indoor', 'outdoor']",8470,1000,3.33,500,"['Reading', 'DIY and crafts', 'Fashion', 'Music', 'Sports', 'Health and fitness', 'History and politics', 'Technology', 'Volunteering', 'Travel', 'Parenting', 'Food and drink', 'Pet lovers', 'Science and nature', 'Gardening']"
757,Marina Land,['indoor'],6848,3000,3.76,500,"['Photography', 'Movies and TV', 'Technology', 'Outdoor activities', 'Parenting', 'Reading', 'Volunteering', 'Pet lovers']"
232,"Gardenia Cafe - Maadi, Cairo",['indoor'],7246,2000,4.41,250,"['Photography', 'Movies and TV', 'Music', 'History and politics', 'Travel', 'Technology', 'Dancing', 'Pet lovers', 'Art and culture', 'Parenting', 'Food and drink', 'DIY and crafts', 'Reading', 'Outdoor activities', 'Sports', 'Health and fitness', 'Gardening', 'Volunteering']"
550,Giza Zoo,['indoor'],1269,10000,4.1,100,"['Science and nature', 'Sports', 'Movies and TV', 'Travel', 'Volunteering']"
861,"Brioche Doree - Cairo Festival City Mall, Cairo",['indoor'],3759,500,2.04,1000,"['Sports', 'Cars', 'Science and nature']"
777,"Teatro, Cairo",['indoor'],1091,1000,1.06,500,"['Art and culture', 'Cars', 'Food and drink', 'Fashion', 'Dancing', 'Photography', 'DIY and crafts', 'Gardening', 'History and politics', 'Music', 'Science and nature', 'Pet lovers', 'Volunteering', 'Parenting', 'Health and fitness', 'Travel', 'Technology', 'Sports', 'Reading', 'Outdoor activities']"
431,"Rio Nightclub, Sharm El Sheikh",['outdoor'],9654,2000,1.77,1000,"['Food and drink', 'Art and culture', 'Cars', 'Outdoor activities', 'Movies and TV', 'DIY and crafts']"
70,"The Kitchenette - New Cairo, Cairo",['outdoor'],763,5000,3.42,500,"['Science and nature', 'Parenting', 'Health and fitness', 'Food and drink', 'Photography', 'Pet lovers', 'Sports', 'Technology', 'Fashion', 'History and politics', 'Gardening', 'Reading', 'Art and culture', 'Outdoor activities', 'Travel', 'Cars', 'Music', 'Dancing']"
888,Mall of Egypt - Cairo,"['indoor', 'outdoor']",8623,1000,3.92,500,"['Food and drink', 'Reading', 'Photography', 'Health and fitness', 'Music', 'Travel', 'DIY and crafts', 'Dancing', 'History and politics', 'Cars', 'Outdoor activities', 'Technology', 'Volunteering', 'Fashion', 'Art and culture', 'Gardening', 'Parenting', 'Sports', 'Pet lovers', 'Science and nature', 'Movies and TV']"
480,"Espresso Lab - Maadi, Cairo",['indoor'],4425,10000,4.22,100,"['History and politics', 'Music', 'Photography', 'Fashion', 'Food and drink', 'Movies and TV', 'Cars', 'Dancing', 'Sports', 'Travel', 'Art and culture', 'Outdoor activities', 'Health and fitness', 'Parenting', 'Pet lovers', 'Science and nature', 'Reading', 'Gardening']"
916,"Brioche Doree - Cairo Festival City Mall, Cairo","['indoor', 'outdoor']",5965,4000,4.25,250,"['Sports', 'History and politics', 'Gardening', 'Science and nature', 'Music', 'Health and fitness', 'Volunteering', 'Technology', 'Movies and TV', 'Photography', 'Outdoor activities', 'Pet lovers', 'Reading', 'Fashion', 'Travel', 'Art and culture']"
846,"Loft21, Cairo","['outdoor', 'indoor']",4583,2000,2.99,100,"['Dancing', 'Fashion', 'Photography', 'Gardening', 'Outdoor activities', 'DIY and crafts', 'Travel', 'Volunteering', 'Cars', 'Sports', 'Technology', 'Pet lovers']"
529,Siwa Oasis,"['outdoor', 'indoor']",147,3000,3.77,100,['Volunteering']
12,Enchanted Escape Egypt - Cairo,"['indoor', 'outdoor']",4162,200,3.5,100,"['Reading', 'Outdoor activities', 'Dancing', 'Travel', 'History and politics', 'Science and nature', 'Pet lovers', 'Art and culture', 'DIY and crafts', 'Gardening', 'Volunteering', 'Fashion', 'Health and fitness', 'Technology', 'Music', 'Movies and TV', 'Cars', 'Photography', 'Sports', 'Food and drink']"
22,Hurghada Beach,['outdoor'],2730,500,1.86,250,"['Art and culture', 'Food and drink', 'Health and fitness', 'Volunteering', 'Sports', 'Gardening']"
197,King Tut Aqua Park,['outdoor'],2458,4000,1.45,100,"['Technology', 'Movies and TV', 'Parenting', 'Health and fitness', 'Photography', 'Art and culture', 'Outdoor activities', 'Pet lovers', 'Cars', 'Music', 'DIY and crafts', 'Science and nature', 'History and politics', 'Gardening', 'Fashion', 'Food and drink', 'Travel', 'Volunteering', 'Reading', 'Dancing', 'Sports']"
149,"Indigo Beach Club, Hurghada",['outdoor'],4689,100,4.94,1000,"['Food and drink', 'Sports', 'Photography', 'Art and culture', 'Parenting', 'Outdoor activities', 'Gardening', 'Music', 'Health and fitness']"
456,Borg El Arab Stadium,['indoor'],9887,2000,4.65,100,"['Food and drink', 'Volunteering', 'Science and nature', 'History and politics']"
45,Magic Land,"['outdoor', 'indoor']",3778,3000,2.37,1000,"['Technology', 'Art and culture']"
826,Breakout Egypt - Alexandria,['outdoor'],8958,2000,2.55,500,"['Science and nature', 'Volunteering', 'Food and drink', 'Dancing', 'Pet lovers', 'Outdoor activities', 'Art and culture', 'Movies and TV', 'Reading', 'History and politics', 'Cars', 'Fashion', 'Photography']"
190,The Mall of Arabia,"['outdoor', 'indoor']",2029,4000,1.9,100,"['History and politics', 'Cars', 'Fashion', 'Health and fitness', 'Food and drink', 'Technology', 'Movies and TV', 'DIY and crafts', 'Photography', 'Reading', 'Parenting', 'Travel', 'Sports', 'Music', 'Art and culture']"
935,"The Tipsy Teapot, Cairo","['outdoor', 'indoor']",2550,10000,2.71,500,"['Food and drink', 'Technology', 'Fashion', 'Health and fitness', 'Cars', 'Travel']"
732,"Rio Nightclub, Sharm El Sheikh","['indoor', 'outdoor']",4383,2000,4.43,250,"['Movies and TV', 'Photography', 'Dancing', 'History and politics', 'Pet lovers', 'Volunteering', 'DIY and crafts', 'Gardening', 'Food and drink', 'Fashion', 'Sports', 'Health and fitness', 'Travel', 'Technology', 'Cars', 'Art and culture']"
778,Al-Mashaya Reserve,"['indoor', 'outdoor']",4384,2000,2.54,1000,"['Health and fitness', 'DIY and crafts', 'Sports', 'History and politics', 'Art and culture', 'Photography', 'Travel', 'Music', 'Volunteering', 'Pet lovers', 'Movies and TV']"
606,"Koshari Abou Tarek, Cairo","['indoor', 'outdoor']",6744,100,1.56,250,"['Travel', 'History and politics', 'Outdoor activities', 'Gardening', 'Technology', 'Reading', 'Sports', 'Science and nature', 'Music', 'Food and drink', 'Volunteering', 'Cars', 'DIY and crafts', 'Dancing', 'Parenting', 'Fashion', 'Pet lovers']"
653,"Soho Square, Sharm El Sheikh","['outdoor', 'indoor']",4172,100,3.17,250,"['Sports', 'Technology', 'Gardening', 'Health and fitness', 'Dancing', 'Parenting', 'Science and nature', 'Photography', 'Cars', 'Volunteering', 'DIY and crafts', 'Music', 'Outdoor activities', 'Movies and TV', 'Pet lovers', 'Reading', 'Art and culture', 'History and politics', 'Travel']"
594,Sharm Happy Land,"['indoor', 'outdoor']",7229,5000,1.34,100,"['Art and culture', 'Travel', 'Cars', 'Fashion', 'Sports', 'Gardening', 'Pet lovers', 'DIY and crafts', 'Parenting', 'Music', 'History and politics', 'Reading', 'Health and fitness', 'Volunteering', 'Photography', 'Technology', 'Food and drink']"
16,Rooms Egypt - Alexandria,"['outdoor', 'indoor']",861,100,1.49,500,['Sports']
882,Magic Galaxy,"['outdoor', 'indoor']",5495,1000,4.52,250,"['Reading', 'Music', 'Volunteering', 'History and politics', 'Outdoor activities']"
604,The German Cultural Center - Cairo,"['indoor', 'outdoor']",2876,5000,3.78,1000,"['Volunteering', 'Travel', 'Art and culture', 'Outdoor activities', 'Dancing', 'Technology', 'Cars']"
54,"Gourmandise - Zamalek, Cairo","['outdoor', 'indoor']",346,200,3.01,1000,"['Health and fitness', 'History and politics', 'DIY and crafts', 'Movies and TV', 'Volunteering', 'Reading', 'Outdoor activities', 'Dancing', 'Science and nature', 'Music', 'Cars', 'Sports']"
181,Magic Land,['indoor'],6155,10000,4.36,500,"['Volunteering', 'Dancing', 'Parenting', 'Pet lovers']"
276,Renaissance Cairo Mirage City Hotel - Cairo,"['indoor', 'outdoor']",9445,100,3.48,100,"['Gardening', 'Cars', 'Dancing', 'Art and culture', 'Fashion', 'DIY and crafts', 'Technology', 'Health and fitness', 'Science and nature', 'Sports', 'Photography']"
394,The Nile Corniche,['indoor'],8654,4000,4.57,500,"['Science and nature', 'Outdoor activities', 'Gardening', 'Parenting', 'Music', 'DIY and crafts', 'Volunteering', 'Cars', 'Photography', 'Dancing']"
565,The Great Sand Sea,['outdoor'],1878,500,3.56,100,"['Movies and TV', 'Pet lovers', 'Volunteering', 'Gardening', 'Outdoor activities', 'Music', 'DIY and crafts', 'Parenting', 'History and politics', 'Reading', 'Art and culture', 'Cars', 'Travel', 'Health and fitness', 'Food and drink', 'Sports', 'Dancing', 'Technology']"
889,Luxor Temple,['outdoor'],5422,1000,1.95,500,"['Science and nature', 'Photography', 'Parenting']"
14,The Nile Ritz-Carlton - Cairo,['outdoor'],4648,500,2.99,1000,"['Parenting', 'Fashion', 'Movies and TV', 'Music', 'Travel', 'Technology', 'Outdoor activities', 'DIY and crafts', 'Pet lovers', 'Science and nature', 'Sports', 'History and politics', 'Volunteering', 'Art and culture', 'Health and fitness', 'Photography', 'Reading', 'Cars', 'Food and drink']"
287,"Cairo Jazz Club, Cairo",['outdoor'],501,500,4.44,1000,"['Music', 'Sports', 'Dancing', 'Fashion', 'Technology', 'Science and nature', 'Photography', 'Outdoor activities', 'DIY and crafts', 'Pet lovers', 'History and politics', 'Health and fitness', 'Food and drink', 'Cars', 'Parenting', 'Reading', 'Volunteering', 'Travel']"
136,"T-Spot - Nasr City, Cairo",['indoor'],8014,200,1.78,100,"['Fashion', 'Food and drink', 'Volunteering', 'Travel', 'Movies and TV', 'Science and nature', 'Outdoor activities', 'Cars', 'Health and fitness', 'Pet lovers', 'Gardening', 'Sports', 'Parenting', 'Music', 'Technology']"
554,El-Tor Beach,"['outdoor', 'indoor']",9120,4000,2.08,500,"['Music', 'Sports']"
154,The Halls Egypt - Cairo,"['outdoor', 'indoor']",9875,2000,4.98,100,"['Cars', 'Outdoor activities', 'Food and drink', 'Health and fitness', 'Fashion', 'Photography', 'History and politics']"
756,Titanic Aqua Park,"['outdoor', 'indoor']",9746,2000,3.05,1000,"['Technology', 'Photography', 'Science and nature', 'History and politics', 'Travel', 'Dancing', 'Pet lovers', 'Parenting', 'Volunteering', 'Sports', 'Movies and TV', 'Fashion', 'Art and culture', 'Reading']"
212,"Buddha-Bar Beach, Sahel","['indoor', 'outdoor']",5867,200,1.18,500,"['Health and fitness', 'Reading', 'Technology', 'Travel', 'Cars', 'Outdoor activities', 'Fashion']"
378,Nile City Towers,['indoor'],8602,3000,2.62,500,"['Pet lovers', 'Movies and TV', 'Dancing']"
390,Al Mamoura Beach,"['indoor', 'outdoor']",567,200,2.66,500,"['Fashion', 'Outdoor activities', 'Gardening', 'History and politics', 'Sports', 'Science and nature', 'Parenting', 'Health and fitness', 'Travel', 'Cars', 'Movies and TV', 'Technology', 'Photography', 'Volunteering', 'Dancing', 'DIY and crafts', 'Art and culture', 'Food and drink']"
207,Makadi Aqua Park,"['indoor', 'outdoor']",3738,2000,2.41,1000,"['Fashion', 'History and politics', 'DIY and crafts', 'Pet lovers', 'Outdoor activities']"
905,Project Escape Egypt - Cairo,['indoor'],4462,3000,3.54,500,"['Sports', 'DIY and crafts', 'Science and nature', 'Fashion', 'Health and fitness', 'Dancing', 'Pet lovers', 'Travel', 'Photography', 'Reading', 'Movies and TV', 'Cars', 'Art and culture', 'Gardening', 'Outdoor activities', 'Volunteering']"
316,Al-Masah Hotel and Spa,['indoor'],6392,10000,2.51,500,"['DIY and crafts', 'Travel', 'Technology', 'History and politics', 'Parenting', 'Photography', 'Movies and TV', 'Gardening', 'Outdoor activities', 'Reading', 'Pet lovers', 'Music', 'Art and culture', 'Health and fitness', 'Cars']"
89,Downtown Katameya - New Cairo,['outdoor'],8870,100,3.5,500,"['Technology', 'Fashion', 'Volunteering', 'Food and drink', 'Outdoor activities', 'Gardening', 'Music', 'Art and culture']"
179,City Stars Mall,"['outdoor', 'indoor']",6377,200,2.93,1000,"['Travel', 'Reading', 'Photography', 'Sports', 'Food and drink', 'Pet lovers', 'Fashion', 'Gardening', 'Movies and TV', 'Technology', 'DIY and crafts', 'Science and nature']"
424,Luxor Temple,['indoor'],5313,3000,1.34,100,"['Food and drink', 'Sports', 'DIY and crafts', 'Parenting', 'Volunteering', 'Movies and TV', 'Health and fitness', 'History and politics', 'Fashion', 'Photography', 'Gardening', 'Dancing', 'Technology', 'Outdoor activities', 'Pet lovers', 'Travel']"
158,Exit Egypt - Cairo,"['outdoor', 'indoor']",3712,100,4.83,100,"['Gardening', 'Pet lovers', 'Food and drink', 'Movies and TV', 'Travel', 'Fashion']"
656,El Sakia Theatre - Cairo,['indoor'],9109,500,1.26,500,"['Sports', 'Art and culture', 'Reading', 'History and politics', 'Parenting', 'Outdoor activities', 'Fashion', 'Food and drink', 'Science and nature', 'Gardening', 'Technology', 'Photography', 'Music', 'Movies and TV', 'Cars', 'Volunteering', 'DIY and crafts']"
331,"La Bodega, Alexandria","['outdoor', 'indoor']",2927,4000,2.6,100,"['Sports', 'Music', 'Volunteering', 'Technology', 'Reading', 'Cars', 'DIY and crafts', 'Dancing', 'Food and drink']"
21,Mall of Egypt - Cairo,"['indoor', 'outdoor']",7086,5000,1.47,500,"['Health and fitness', 'Sports', 'Technology', 'Reading']"
258,"Aqua Park, Sharm El Sheikh","['indoor', 'outdoor']",6772,100,1.47,500,"['Cars', 'Dancing']"
743,"El Rowad, Cairo",['indoor'],319,4000,1.36,500,"['Food and drink', 'Dancing', 'Art and culture', 'Health and fitness', 'Pet lovers', 'Cars']"
708,Giza Zoo,"['outdoor', 'indoor']",158,2000,3.27,1000,"['Music', 'Fashion', 'Sports', 'Volunteering', 'Dancing', 'Photography', 'Health and fitness', 'Cars', 'Parenting', 'Food and drink', 'Pet lovers', 'Reading', 'Outdoor activities']"
417,Xscapology Egypt - Cairo,"['indoor', 'outdoor']",3427,10000,3.03,100,"['Pet lovers', 'Science and nature', 'Music', 'Gardening', 'Movies and TV', 'Dancing', 'Fashion', 'Technology', 'Travel']"
795,Alex Park,"['indoor', 'outdoor']",2438,200,3.9,100,"['Art and culture', 'Photography', 'History and politics', 'Outdoor activities', 'Food and drink', 'Volunteering', 'Movies and TV', 'Pet lovers', 'Sports']"
773,"Caffè Greco - Downtown, Cairo",['indoor'],7118,2000,4.21,500,"['Sports', 'Pet lovers', 'Gardening', 'Science and nature', 'Outdoor activities', 'Parenting', 'Dancing', 'Volunteering']"
100,"The Smokery Beach, Alexandria",['indoor'],4933,2000,4.25,500,"['Art and culture', 'Pet lovers', 'Cars', 'Parenting', 'Outdoor activities', 'Technology', 'Volunteering', 'Music', 'Reading', 'Science and nature', 'DIY and crafts', 'Gardening']"
501,"The Terrace, Cairo",['outdoor'],6873,100,4.5,500,"['Cars', 'Pet lovers', 'Movies and TV', 'Gardening', 'Fashion', 'Photography', 'Health and fitness', 'Reading', 'Dancing', 'Sports', 'History and politics', 'Parenting', 'Travel']"
372,Fox in a Box Egypt - Cairo,['indoor'],8990,500,2.91,100,"['Music', 'Art and culture', 'Photography', 'Parenting', 'Travel', 'DIY and crafts', 'Cars']"
807,"Belal & Barzilai, Alexandria",['indoor'],5254,100,2.87,1000,"['Art and culture', 'Dancing', 'Science and nature']"
280,El Ein El Sokhna,"['indoor', 'outdoor']",1931,10000,2.94,1000,"['Movies and TV', 'Technology', 'Pet lovers', 'Sports', 'Dancing', 'Art and culture', 'Music', 'Fashion', 'Outdoor activities', 'Food and drink', 'Gardening', 'History and politics', 'Health and fitness', 'Photography']"
878,Cleopatra's Bath,"['outdoor', 'indoor']",2437,5000,2.78,500,"['Art and culture', 'History and politics', 'Gardening', 'Health and fitness', 'Photography', 'Outdoor activities', 'Fashion', 'Pet lovers', 'Volunteering', 'Sports', 'Reading', 'Dancing', 'Parenting', 'Science and nature', 'Movies and TV']"
235,The Riddle Egypt - Cairo,"['outdoor', 'indoor']",1185,4000,3.61,100,"['Photography', 'Dancing', 'Outdoor activities', 'Reading', 'Gardening', 'Music', 'Pet lovers', 'Food and drink', 'Parenting', 'Cars', 'Volunteering']"
546,Luxor Temple,['outdoor'],7017,4000,4.26,250,"['Pet lovers', 'Health and fitness', 'Food and drink', 'Music', 'History and politics', 'Science and nature', 'Sports', 'Cars', 'Travel']"
567,"Harry's Pub, Cairo","['indoor', 'outdoor']",6592,2000,3.54,1000,"['Dancing', 'Pet lovers', 'Technology', 'Art and culture', 'Movies and TV', 'Cars', 'Science and nature', 'Reading', 'Travel', 'Parenting', 'Gardening', 'History and politics', 'DIY and crafts', 'Photography', 'Fashion', 'Music', 'Food and drink', 'Health and fitness', 'Outdoor activities', 'Volunteering']"
244,Al-Obour City Park,['outdoor'],9391,200,2.2,250,"['Health and fitness', 'Science and nature', 'Parenting']"
622,Karnak Temple,['indoor'],8131,2000,4.47,1000,"['Pet lovers', 'Health and fitness', 'Cars']"
127,Tiran Island,"['indoor', 'outdoor']",3216,1000,3.38,1000,"['Health and fitness', 'Reading', 'Music']"
737,Project Escape Egypt - Cairo,"['outdoor', 'indoor']",7282,5000,1.6,500,"['Cars', 'Technology', 'Parenting', 'Gardening', 'Travel']"
271,Royal Yacht Club - Alexandria,['indoor'],9683,10000,3.23,1000,"['Travel', 'Parenting', 'Dancing', 'Health and fitness', 'Gardening', 'Art and culture', 'Photography', 'Fashion', 'Reading', 'Science and nature', 'Food and drink', 'Cars', 'Pet lovers', 'Outdoor activities', 'Technology', 'Volunteering', 'DIY and crafts', 'Movies and TV']"
633,"El Beit - Zamalek, Cairo",['indoor'],3605,2000,1.9,1000,"['Food and drink', 'Volunteering', 'Cars', 'Movies and TV', 'Fashion', 'Travel', 'Outdoor activities']"
712,Wadi Degla Protectorate,"['outdoor', 'indoor']",5943,3000,2.61,1000,"['Music', 'Gardening', 'Technology', 'Photography', 'Volunteering', 'DIY and crafts', 'Travel', 'Sports', 'Art and culture', 'Food and drink', 'Outdoor activities', 'Reading', 'Movies and TV', 'Dancing', 'Cars', 'Fashion', 'Pet lovers', 'History and politics', 'Parenting', 'Health and fitness', 'Science and nature']"
184,Darb 1718 - Cairo,['outdoor'],1708,1000,2.14,100,"['History and politics', 'Reading', 'Volunteering', 'Sports', 'Health and fitness', 'Travel', 'Art and culture', 'Technology', 'Science and nature', 'Outdoor activities', 'Dancing', 'DIY and crafts', 'Fashion', 'Gardening', 'Pet lovers', 'Movies and TV']"
758,Paradox Egypt - Cairo,"['outdoor', 'indoor']",9367,200,1.88,100,"['Movies and TV', 'Pet lovers', 'Dancing', 'Science and nature', 'Outdoor activities', 'Music', 'Health and fitness', 'Photography', 'Art and culture', 'DIY and crafts', 'Reading', 'Gardening', 'Technology', 'Volunteering', 'Travel', 'Fashion']"
13,First Mall,['outdoor'],5329,3000,4.31,100,"['History and politics', 'Movies and TV', 'Cars', 'Volunteering', 'Reading', 'Parenting', 'Sports', 'Fashion', 'Photography']"
858,Siwa Mountain,"['outdoor', 'indoor']",6655,5000,3.06,500,"['Dancing', 'Pet lovers', 'Parenting', 'History and politics', 'Movies and TV', 'Outdoor activities', 'Science and nature', 'Music', 'Food and drink', 'Cars', 'Volunteering', 'Reading', 'Gardening', 'Sports']"
398,Break Egypt - Cairo,['indoor'],4926,3000,4.57,250,"['Outdoor activities', 'DIY and crafts', 'Reading', 'Travel', 'Art and culture', 'Food and drink', 'Volunteering']"
589,Cairo Festival City,['outdoor'],3209,200,2.02,1000,"['Movies and TV', 'Science and nature', 'Reading', 'Parenting', 'Fashion', 'Photography', 'Food and drink', 'Pet lovers', 'Health and fitness', 'History and politics', 'DIY and crafts', 'Gardening', 'Outdoor activities', 'Music']"
811,Jungle Aqua Park Hurghada,"['indoor', 'outdoor']",5558,500,2.64,100,"['Parenting', 'Cars']"
887,Sofitel Cairo Nile El Gezirah - Cairo,['outdoor'],9617,5000,1.54,100,"['Fashion', 'Volunteering']"
261,Adventure Rooms Egypt - Cairo,['indoor'],2090,2000,1.84,250,"['Photography', 'Pet lovers', 'Outdoor activities', 'History and politics', 'Volunteering', 'Cars', 'Health and fitness', 'Sports', 'Reading', 'Technology', 'Dancing', 'Music', 'Art and culture', 'DIY and crafts', 'Fashion', 'Gardening', 'Movies and TV', 'Parenting']"
571,Nubian Village,"['indoor', 'outdoor']",9487,500,1.17,1000,"['Cars', 'Travel', 'Dancing', 'Sports', 'Volunteering', 'Music', 'Reading', 'History and politics', 'Gardening', 'DIY and crafts', 'Outdoor activities', 'Art and culture', 'Fashion', 'Pet lovers', 'Science and nature', 'Parenting', 'Technology', 'Movies and TV', 'Health and fitness', 'Food and drink']"
862,Al Rehab City,"['indoor', 'outdoor']",9542,3000,1.37,1000,"['Music', 'Food and drink', 'Reading', 'Photography', 'Fashion']"
355,"Paul Bakery & Cafe - Nile City Towers, Cairo",['outdoor'],4565,3000,4.27,250,"['Technology', 'History and politics', 'Health and fitness']"
705,Gabal Albaqar Mountain,"['outdoor', 'indoor']",7399,1000,2.97,500,"['Food and drink', 'Pet lovers', 'Music', 'Art and culture', 'Travel', 'Parenting', 'Technology', 'Gardening', 'Volunteering', 'Health and fitness', 'Outdoor activities', 'Science and nature', 'Fashion', 'DIY and crafts', 'Photography', 'Dancing']"
824,Qasr Al Sarab Desert Resort,"['indoor', 'outdoor']",6694,100,4.33,100,"['Cars', 'DIY and crafts', 'Reading', 'Music', 'Food and drink', 'Parenting', 'Pet lovers', 'Travel']"
74,"Taht El Saytara, Cairo",['outdoor'],868,200,1.58,1000,"['Technology', 'Fashion', 'History and politics', 'Gardening', 'Food and drink', 'Music', 'Pet lovers', 'DIY and crafts', 'Photography', 'Science and nature', 'Parenting', 'Outdoor activities', 'Sports', 'Cars', 'Art and culture', 'Dancing', 'Volunteering']"
886,"Filfila - Downtown, Cairo",['outdoor'],4161,200,3.8,500,"['Dancing', 'Art and culture', 'History and politics', 'Food and drink', 'Cars', 'Photography', 'Sports', 'Science and nature']"
116,The Great Escape Egypt - Alexandria,['outdoor'],4915,2000,4.18,250,"['History and politics', 'Science and nature', 'Outdoor activities', 'Photography', 'Health and fitness', 'Music', 'Dancing', 'Travel', 'Reading', 'Fashion', 'Technology', 'Movies and TV', 'Gardening', 'Cars', 'DIY and crafts', 'Art and culture', 'Sports']"
572,The Nile Ritz-Carlton - Cairo,['indoor'],8202,5000,4.35,250,"['Dancing', 'Movies and TV', 'Pet lovers', 'Health and fitness', 'Cars']"
172,"The Lodge, Cairo",['outdoor'],7911,2000,4.22,500,"['Volunteering', 'Movies and TV', 'Cars', 'Reading', 'Photography']"
162,The Escape Room Egypt - El Gouna,['indoor'],5528,3000,3.58,500,"['Dancing', 'Science and nature', 'Outdoor activities']"
215,Al Koronfel Park,['indoor'],6335,10000,2.23,100,"['Fashion', 'Technology', 'Art and culture', 'Reading', 'Sports', 'Outdoor activities', 'Dancing', 'Health and fitness', 'Photography', 'Music', 'Gardening', 'History and politics', 'Science and nature', 'Travel', 'Cars', 'Movies and TV', 'Volunteering', 'Food and drink', 'DIY and crafts', 'Pet lovers', 'Parenting']"
860,Brain Game Egypt - Cairo,"['indoor', 'outdoor']",4140,5000,1.96,250,"['Technology', 'Science and nature', 'Outdoor activities', 'Music', 'Volunteering', 'Sports', 'Gardening']"
690,Time Lapse Egypt - Cairo,['outdoor'],5990,5000,4.0,250,"['Gardening', 'Dancing', 'Cars', 'Music', 'Parenting', 'Volunteering', 'Travel', 'Art and culture', 'Health and fitness', 'History and politics', 'Food and drink', 'DIY and crafts', 'Photography', 'Outdoor activities', 'Movies and TV', 'Science and nature', 'Technology', 'Pet lovers', 'Fashion', 'Sports', 'Reading']"
360,Royal Yacht Club - Alexandria,['outdoor'],7998,1000,4.55,500,"['Sports', 'Gardening', 'Food and drink', 'Photography']"
381,The District Mall,['indoor'],5881,10000,4.94,1000,"['Movies and TV', 'Fashion', 'DIY and crafts', 'Pet lovers', 'Technology', 'Reading', 'History and politics', 'Photography', 'Travel', 'Health and fitness', 'Gardening', 'Outdoor activities', 'Parenting', 'Food and drink', 'Sports', 'Volunteering', 'Dancing', 'Cars']"
226,Ras El Bar,['outdoor'],1012,10000,4.02,100,"['Movies and TV', 'Sports', 'Art and culture', 'Dancing', 'Science and nature', 'Food and drink', 'DIY and crafts', 'Music', 'Travel', 'Volunteering', 'Cars', 'Parenting', 'Outdoor activities', 'Gardening', 'Photography', 'Fashion', 'Health and fitness', 'Reading']"
685,Aswan High Dam,"['outdoor', 'indoor']",2797,500,3.83,250,"['Reading', 'Parenting', 'Sports', 'Music', 'Health and fitness', 'Outdoor activities', 'Science and nature', 'Art and culture', 'Dancing', 'History and politics', 'Gardening', 'Photography', 'Volunteering', 'Technology', 'Pet lovers', 'Movies and TV', 'Cars', 'Travel']"
701,"Gouna Yacht Club, Hurghada","['outdoor', 'indoor']",2748,4000,3.27,250,"['Outdoor activities', 'Cars', 'Fashion', 'Travel', 'Food and drink', 'Gardening', 'Pet lovers', 'History and politics', 'Dancing', 'Music', 'Parenting', 'Art and culture', 'Sports', 'Movies and TV', 'Photography', 'Reading', 'Volunteering', 'Technology', 'Health and fitness', 'Science and nature']"
726,Dahab Beach,['outdoor'],802,5000,1.97,100,"['Cars', 'History and politics', 'Sports', 'Dancing', 'Parenting', 'Technology', 'Photography', 'Outdoor activities', 'Fashion', 'Health and fitness', 'Pet lovers', 'Art and culture', 'Volunteering', 'Reading', 'Movies and TV', 'DIY and crafts', 'Music', 'Science and nature']"
629,Royal Maxim Palace Kempinski Cairo - Cairo,"['indoor', 'outdoor']",8895,3000,4.44,100,"['History and politics', 'Parenting', 'Movies and TV', 'Science and nature', 'Gardening', 'Food and drink', 'Art and culture', 'Fashion', 'DIY and crafts', 'Health and fitness', 'Pet lovers', 'Outdoor activities', 'Sports', 'Technology', 'Music']"
555,"Cafe Supreme - Maadi, Cairo",['outdoor'],7838,4000,2.89,100,"['Art and culture', 'Reading']"
332,Fun Kingdom,"['indoor', 'outdoor']",8388,3000,4.82,250,"['Reading', 'Sports', 'Dancing', 'Outdoor activities', 'Travel', 'Health and fitness', 'Fashion', 'History and politics', 'Photography', 'Music', 'Volunteering', 'Pet lovers', 'DIY and crafts', 'Food and drink', 'Gardening', 'Art and culture', 'Cars']"
471,Cairo Festival City - Cairo,"['outdoor', 'indoor']",8575,100,4.35,500,"['Technology', 'Photography', 'Music', 'Food and drink', 'Art and culture', 'Outdoor activities']"
202,"Tintawi - Maadi, Cairo","['outdoor', 'indoor']",4700,500,4.48,1000,"['Travel', 'Fashion', 'Movies and TV', 'Health and fitness', 'Dancing', 'Music', 'DIY and crafts', 'Photography', 'History and politics', 'Pet lovers', 'Cars', 'Parenting', 'Outdoor activities', 'Science and nature', 'Reading', 'Art and culture', 'Gardening', 'Technology', 'Food and drink']"
